,Age,Assists,Defensive Point Shares,ES Assists,ES Blocks,ES Face-Off Losses,ES Face-Off Pct,ES Face-Off Wins,ES Goals,ES Hits,GW Goals,Games Played,Goals,Offenisve Point Shares,PP Assists,PP Goals,Penalty Minutes,Player,Plus Minus,Point Shares,Points,Position,SH Assists,SH Goals,Shooting Perecentage,Shots,Team,Time on Ice,Time on Ice Avg
316,22,0,0.1,0,0,0,,0,0,1,0,1,0,0.0,0,0,0,Cody Goloubef,1,0.1,0,D,0,0,,0,Columbus Blue Jackets,6,6:00
317,24,0,0.0,,,,,,0,0,0,1,0,0.0,,0,0,Shawn Hunwick,0,0.0,0,G,,0,,0,Columbus Blue Jackets,3,2:33
318,33,0,0.0,0,0,0,,0,0,0,0,2,0,-0.1,0,0,2,Kristian Huselius,-2,-0.1,0,LW,0,0,0.0,2,Columbus Blue Jackets,32,16:12
319,27,0,0.0,0,2,0,100.0,1,0,0,0,1,0,0.0,0,0,0,Andrew Joudrey,0,0.0,0,C,0,0,0.0,1,Columbus Blue Jackets,9,9:16
320,21,0,0.2,0,3,0,,0,0,5,0,5,0,-0.1,0,0,0,Dalton Prout,1,0.1,0,D,0,0,0.0,2,Columbus Blue Jackets,59,11:48
321,32,0,0.0,,0,0,,0,0,0,0,36,0,0.0,,0,0,Curtis Sanford,0,5.7,0,G,,0,,0,Columbus Blue Jackets,1983,55:05
322,22,0,0.0,,,,,,0,0,0,11,0,0.0,,0,0,Allen York,0,1.4,0,G,,0,,0,Columbus Blue Jackets,417,37:53
323,26,45,2.5,37,40,9,43.8,7,19,20,3,82,26,6.1,7,5,12,Loui Eriksson,18,8.6,71,LW,1,2,13.9,187,Dallas Stars,1620,19:46
324,22,37,2.0,29,52,404,46.2,347,23,136,7,71,26,6.2,8,2,55,Jamie Benn,15,8.2,63,LW,0,1,12.8,203,Dallas Stars,1283,18:04
325,31,45,1.8,32,46,467,42.2,341,16,113,5,74,18,4.7,13,2,66,Mike Ribeiro,5,6.5,63,C,0,0,12.7,142,Dallas Stars,1484,20:03
326,31,27,2.2,24,50,37,47.9,34,28,86,6,82,35,6.7,3,7,46,Michael Ryder,17,8.9,62,RW,0,0,16.6,211,Dallas Stars,1425,17:23
327,29,28,1.7,22,27,450,55.5,561,7,278,2,74,11,1.7,4,4,156,Steve Ott,5,3.3,39,C,2,0,10.2,108,Dallas Stars,1357,18:21
328,26,21,3.3,13,93,0,,0,7,49,1,71,9,2.4,7,2,16,Alex Goligoski,0,5.7,30,D,1,0,6.4,140,Dallas Stars,1617,22:46
329,33,15,1.1,13,33,16,40.7,11,6,130,2,57,11,1.3,2,5,97,Brenden Morrow,1,2.4,26,LW,0,0,12.5,88,Dallas Stars,971,17:02
330,28,21,3.7,16,115,0,,0,3,45,2,79,4,1.2,5,1,42,Trevor Daley,3,4.9,25,D,0,0,3.0,134,Dallas Stars,1710,21:39
331,34,17,3.1,10,110,0,,0,3,191,1,75,5,1.0,7,2,48,Stephane Robidas,-5,4.0,22,D,0,0,6.7,75,Dallas Stars,1707,22:46
332,28,5,0.6,5,38,15,48.3,14,16,176,1,74,16,1.2,0,0,24,Eric Nystrom,-10,1.8,21,LW,0,0,15.7,102,Dallas Stars,1017,13:45
333,31,13,0.7,12,67,515,50.9,534,8,82,1,82,8,-0.1,0,0,60,Vernon Fiddler,-13,0.6,21,C,1,0,6.5,123,Dallas Stars,1147,13:59
334,35,15,3.6,11,90,0,,0,3,55,1,64,6,1.4,4,2,73,Sheldon Souray,11,5.1,21,D,0,1,3.4,179,Dallas Stars,1310,20:28
335,34,17,0.4,17,56,15,40.0,10,3,51,0,73,4,-0.2,0,0,12,Radek Dvorak,-16,0.2,21,RW,0,1,4.8,83,Dallas Stars,1042,14:17
336,29,13,1.1,11,36,172,55.8,217,6,69,1,65,6,0.4,2,0,76,Adam Burish,6,1.5,19,C,0,0,7.3,82,Dallas Stars,831,12:47
337,25,9,0.5,9,30,183,43.5,141,6,52,0,72,6,0.3,0,0,16,Tom Wandell,-5,0.9,15,C,0,0,5.8,103,Dallas Stars,701,9:44
338,22,8,3.0,8,73,0,,0,2,89,0,55,3,0.4,0,1,16,Philip Larsen,11,3.3,11,D,0,0,4.3,69,Dallas Stars,988,17:57
339,21,6,0.4,6,16,8,11.1,1,4,52,1,47,4,0.2,0,0,2,Tomas Vincour,-2,0.6,10,C,0,0,6.2,65,Dallas Stars,485,10:20
340,26,5,0.3,5,11,103,47.7,94,2,80,0,52,2,-0.1,0,0,53,Jake Dowell,-3,0.2,7,C,0,0,5.1,39,Dallas Stars,397,7:38
341,33,3,0.0,2,14,4,42.9,3,2,34,0,39,2,-0.1,1,0,6,Toby Petersen,-7,-0.1,5,C,0,0,4.5,44,Dallas Stars,299,7:39
342,27,5,2.0,5,100,0,,0,0,96,0,52,0,-0.6,0,0,26,Nicklas Grossmann,0,1.4,5,D,0,0,0.0,38,Dallas Stars,987,18:59
343,26,1,0.1,1,3,15,44.4,12,2,48,1,20,2,0.1,0,0,22,Ryan Garbutt,-1,0.2,3,C,0,0,7.1,28,Dallas Stars,166,8:17
344,28,3,0.0,,0,0,,0,0,0,0,59,0,0.0,,0,0,Kari Lehtonen,0,12.3,3,G,,0,0.0,1,Dallas Stars,3497,59:16
345,27,3,0.8,3,49,0,,0,0,39,0,36,0,-0.4,0,0,16,Adam Pardy,-5,0.4,3,D,0,0,0.0,29,Dallas Stars,593,16:28
346,24,2,0.2,2,2,0,,0,0,3,0,3,0,0.2,0,0,0,Jordie Benn,1,0.3,2,D,0,0,0.0,1,Dallas Stars,42,13:57
347,25,2,1.8,2,105,0,100.0,1,0,235,0,60,0,-1.0,0,0,41,Mark Fistric,-3,0.8,2,D,0,0,0.0,30,Dallas Stars,991,16:31
348,24,1,0.0,,0,0,,0,0,0,0,18,0,0.0,,0,0,Richard Bachman,0,2.7,1,G,,0,,0,Dallas Stars,933,51:50
349,31,0,0.0,0,2,0,,0,0,17,0,10,0,-0.2,0,0,23,Krys Barch,-2,-0.2,0,RW,0,0,0.0,2,Dallas Stars,67,6:43
350,21,0,0.0,0,3,0,,0,0,4,0,1,0,0.0,0,0,0,Brenden Dillon,0,0.0,0,D,0,0,0.0,6,Dallas Stars,20,19:59
351,21,0,0.0,0,1,0,,0,0,0,0,1,0,0.0,0,0,0,Matt Fraser,0,0.0,0,LW,0,0,0.0,1,Dallas Stars,4,3:57
352,20,0,0.0,0,0,0,,0,0,2,0,1,0,0.0,0,0,2,Scott Glennie,0,0.0,0,RW,0,0,,0,Dallas Stars,10,9:35
353,31,0,0.0,,0,0,,0,0,0,0,10,0,0.0,,0,0,Andrew Raycroft,0,1.3,0,G,,0,,0,Dallas Stars,529,52:56
354,20,0,-0.1,0,0,0,100.0,1,0,0,0,3,0,-0.1,0,0,2,Reilly Smith,-3,-0.2,0,RW,0,0,0.0,2,Dallas Stars,25,8:24
355,27,0,0.0,0,0,0,,0,0,3,0,1,0,0.0,0,0,0,Francis Wathier,0,0.0,0,LW,0,0,,0,Dallas Stars,5,5:25
356,31,47,2.1,34,26,567,49.1,548,19,45,4,82,22,5.5,11,3,47,Henrik Zetterberg,14,7.6,69,LW,2,0,8.2,267,Detroit Red Wings,1627,19:50
357,33,48,2.2,29,31,547,56.2,702,15,76,5,70,19,5.7,19,4,14,Pavel Datsyuk,21,7.9,67,C,0,0,11.6,164,Detroit Red Wings,1370,19:34
358,27,43,2.2,35,23,180,51.7,193,19,42,1,81,23,5.7,8,3,14,Valtteri Filppula,18,7.9,66,C,0,1,16.0,144,Detroit Red Wings,1479,18:16
359,32,27,2.3,25,30,100,44.1,79,18,60,10,77,29,5.6,2,11,40,Johan Franzen,23,7.9,56,C,0,0,13.7,211,Detroit Red Wings,1363,17:42
360,28,25,1.6,17,15,5,28.6,2,23,48,2,81,25,4.7,8,2,42,Jiri Hudler,10,6.4,50,C,0,0,19.7,127,Detroit Red Wings,1269,15:40
361,36,24,2.0,20,23,8,38.5,5,14,96,1,71,14,2.6,4,0,64,Todd Bertuzzi,23,4.7,38,RW,0,0,11.9,118,Detroit Red Wings,1104,15:33
362,31,21,3.3,13,177,0,,0,8,133,4,82,15,3.5,7,7,38,Niklas Kronwall,-2,6.7,36,D,1,0,10.6,141,Detroit Red Wings,1875,22:52
363,41,23,4.9,10,79,0,,0,7,41,0,70,11,3.0,13,4,28,Nicklas Lidstrom,21,7.9,34,D,0,0,7.4,148,Detroit Red Wings,1664,23:46
364,33,21,1.2,20,33,30,41.2,21,10,90,0,75,12,1.6,1,2,30,Dan Cleary,2,2.8,33,LW,0,0,6.0,199,Detroit Red Wings,1199,15:59
365,27,25,5.2,15,92,0,,0,7,49,0,77,7,2.2,10,0,22,Ian White,23,7.5,32,D,0,0,3.6,196,Detroit Red Wings,1770,22:59
366,25,17,1.1,17,27,374,51.9,403,9,97,2,68,9,1.1,0,0,12,Darren Helm,5,2.2,26,C,0,0,7.3,124,Detroit Red Wings,987,14:31
367,27,11,1.2,11,66,20,20.0,5,14,79,4,80,14,1.4,0,0,20,Drew Miller,6,2.6,25,LW,0,0,10.7,131,Detroit Red Wings,1030,12:52
368,39,13,0.4,8,6,0,100.0,1,1,56,3,74,11,1.4,5,10,40,Tomas Holmstrom,-9,1.8,24,LW,0,0,11.3,97,Detroit Red Wings,879,11:52
369,24,14,1.1,14,42,213,52.9,239,8,148,1,81,8,0.5,0,0,62,Justin Abdelkader,4,1.6,22,LW,0,0,6.6,121,Detroit Red Wings,997,12:19
370,32,15,4.5,15,115,0,,0,4,177,2,81,6,1.0,0,1,29,Brad Stuart,16,5.5,21,D,0,1,6.3,96,Detroit Red Wings,1705,21:03
371,24,12,2.0,11,32,0,,0,1,61,0,55,1,0.6,1,0,25,Jakub Kindl,7,2.7,13,D,0,0,1.4,69,Detroit Red Wings,773,14:03
372,27,10,3.5,10,43,0,,0,1,128,0,69,1,-0.1,0,0,47,Jonathan Ericsson,16,3.5,11,D,0,0,1.6,63,Detroit Red Wings,1179,17:05
373,23,4,0.6,3,31,162,48.2,151,6,37,0,71,6,0.1,1,0,14,Cory Emmerton,1,0.7,10,C,0,0,9.5,63,Detroit Red Wings,575,8:06
374,22,6,0.3,6,0,0,,0,1,4,0,18,1,0.3,0,0,2,Gustav Nyquist,2,0.6,7,LW,0,0,5.3,19,Detroit Red Wings,191,10:36
375,22,6,0.7,5,8,0,,0,1,17,0,14,1,0.6,1,0,13,Brendan Smith,3,1.3,7,D,0,0,7.7,13,Detroit Red Wings,219,15:38
376,26,1,0.7,1,24,0,,0,1,33,0,18,2,0.1,0,1,29,Kyle Quincey,0,0.8,3,D,0,0,5.4,37,Detroit Red Wings,367,20:22
377,28,2,0.2,2,3,0,,0,1,4,0,8,1,0.2,0,0,0,Chris Conner,2,0.4,3,RW,0,0,10.0,10,Detroit Red Wings,85,10:34
378,24,2,0.3,2,11,2,33.3,1,1,21,0,25,1,-0.1,0,0,0,Jan Mursak ,2,0.2,3,LW,0,0,4.5,22,Detroit Red Wings,189,7:33
379,32,2,0.6,2,19,0,,0,0,32,0,17,0,0.0,0,0,21,Mike Commodore,3,0.6,2,D,0,0,0.0,16,Detroit Red Wings,195,11:30
380,26,1,0.0,1,1,0,,0,0,4,0,5,0,0.0,0,0,4,Fabian Brunnstrom,-2,-0.1,1,LW,0,0,0.0,6,Detroit Red Wings,45,9:04
381,35,1,0.0,,0,0,,0,0,0,0,15,0,0.0,,0,0,Ty Conklin,0,0.9,1,G,,0,,0,Detroit Red Wings,805,53:38
382,27,1,0.1,1,7,3,40.0,2,0,21,0,10,0,-0.2,0,0,2,Patrick Eaves,0,-0.1,1,RW,0,0,0.0,24,Detroit Red Wings,110,11:03
383,27,1,0.0,,0,0,,0,0,0,0,57,0,0.0,,0,6,Jimmy Howard,0,10.3,1,G,,0,,0,Detroit Red Wings,3360,58:57
384,31,1,0.4,1,6,0,,0,0,7,0,9,0,0.0,0,0,6,Doug Janik,2,0.4,1,D,0,0,0.0,6,Detroit Red Wings,131,14:30
385,22,0,0.1,0,1,1,83.3,5,0,5,0,5,0,-0.1,0,0,0,Joakim Andersson,1,0.0,0,C,0,0,0.0,3,Detroit Red Wings,33,6:40
386,31,0,0.0,,0,0,,0,0,0,0,14,0,0.0,,0,0,Joey MacDonald,0,1.9,0,G,,0,,0,Detroit Red Wings,806,57:32
387,20,0,0.0,0,1,0,,0,0,1,0,1,0,0.0,0,0,4,Riley Sheahan,0,0.0,0,C,0,0,0.0,3,Detroit Red Wings,6,6:03
388,21,42,1.8,32,24,15,44.4,12,24,45,4,78,34,8.5,10,10,10,Jordan Eberle,4,10.3,76,C,0,0,18.9,180,Edmonton Oilers,1373,17:36
389,20,26,1.2,18,34,34,40.4,23,14,44,7,61,27,5.9,8,13,36,Taylor Hall,-3,7.1,53,LW,0,0,13.0,207,Edmonton Oilers,1111,18:13
390,18,34,1.2,14,33,378,37.5,227,15,38,2,62,18,4.8,20,3,16,Ryan Nugent-Hopkins,-2,6.0,52,C,0,0,13.4,134,Edmonton Oilers,1092,17:36
391,22,29,1.8,23,23,367,47.6,334,12,21,0,75,18,3.7,6,6,36,Sam Gagner,5,5.4,47,C,0,0,12.1,149,Edmonton Oilers,1289,17:11
392,35,27,1.7,23,31,84,44.0,66,15,53,4,82,19,2.9,4,4,82,Ryan Smyth,-5,4.5,46,LW,0,0,9.8,194,Edmonton Oilers,1565,19:05
393,28,26,0.9,18,21,4,33.3,2,9,22,1,69,10,1.7,8,1,43,Ales Hemsky,-13,2.6,36,RW,0,0,7.3,137,Edmonton Oilers,1214,17:36
394,33,21,0.9,13,47,747,49.4,728,8,62,0,81,13,0.8,8,5,24,Shawn Horcoff,-23,1.7,34,C,0,0,10.6,123,Edmonton Oilers,1586,19:35
395,27,16,1.2,12,61,12,20.0,3,12,119,2,79,17,2.2,3,3,42,Ryan Jones,-7,3.3,33,LW,1,2,12.4,137,Edmonton Oilers,1219,15:26
396,24,23,2.9,18,126,0,,0,1,126,0,73,2,1.2,5,1,26,Jeff Petry,-7,4.1,25,D,0,0,1.8,111,Edmonton Oilers,1589,21:46
397,28,17,1.4,7,79,0,,0,3,90,0,62,4,1.4,10,1,24,Corey Potter,-16,2.7,21,D,0,0,4.1,98,Edmonton Oilers,1237,19:57
398,28,17,1.0,9,85,0,,0,1,18,0,51,3,1.3,8,2,16,Ryan Whitney,-16,2.3,20,D,0,0,7.3,41,Edmonton Oilers,1069,20:58
399,29,14,2.1,10,76,0,,0,1,54,1,47,3,1.0,4,2,12,Tom Gilbert,-3,3.1,17,D,0,0,6.0,50,Edmonton Oilers,1072,22:49
400,34,12,0.8,8,41,450,55.3,557,2,36,0,78,4,-1.0,4,1,32,Eric Belanger,-13,-0.2,16,C,0,1,3.4,118,Edmonton Oilers,1149,14:44
401,25,10,4.0,9,184,0,,0,5,186,0,78,5,0.3,0,0,44,Ladislav Smid,4,4.3,15,D,1,0,10.6,47,Edmonton Oilers,1631,20:54
402,28,5,0.6,5,17,2,0.0,0,8,73,3,63,8,0.8,0,0,107,Ben Eager,-1,1.4,13,LW,0,0,11.6,69,Edmonton Oilers,538,8:32
403,36,7,2.4,7,95,0,,0,3,112,1,52,3,0.4,0,0,80,Andy Sutton,5,2.8,10,D,0,0,7.3,41,Edmonton Oilers,868,16:41
404,27,5,0.3,4,47,15,31.8,7,3,122,0,60,4,-0.2,0,0,45,Lennart Petrell,-10,0.1,9,C,1,1,11.1,36,Edmonton Oilers,578,9:38
405,20,6,0.3,4,8,5,28.6,2,2,18,0,41,2,-0.4,2,0,4,Magnus Paajarvi,-7,-0.1,8,LW,0,0,2.5,79,Edmonton Oilers,540,13:11
406,20,4,0.4,4,12,195,43.3,149,1,32,0,56,2,-0.8,0,0,12,Anton Lander,-8,-0.4,6,C,0,1,3.7,54,Edmonton Oilers,594,10:37
407,21,3,0.3,3,11,8,33.3,4,2,36,1,17,2,0.2,0,0,6,Teemu Hartikainen,1,0.5,5,LW,0,0,8.3,24,Edmonton Oilers,221,13:01
408,29,4,0.7,4,44,0,,0,0,23,0,20,0,0.0,0,0,10,Nick Schultz,-2,0.7,4,D,0,0,0.0,13,Edmonton Oilers,401,20:04
409,24,0,0.0,0,6,5,28.6,2,3,7,0,14,3,0.1,0,0,8,Linus Omark,-5,0.2,3,LW,0,0,12.5,24,Edmonton Oilers,188,13:27
410,31,2,0.1,2,2,1,0.0,0,1,67,0,43,1,-0.1,0,0,64,Darcy Hordichuk,-3,0.0,3,LW,0,0,3.7,27,Edmonton Oilers,187,4:21
411,24,2,2.0,2,72,0,,0,1,94,0,54,1,-0.6,0,0,80,Theo Peckham,0,1.4,3,D,0,0,4.0,25,Edmonton Oilers,911,16:53
412,25,0,1.0,0,19,0,,0,1,36,1,25,2,-0.1,0,1,23,Cam Barker,0,0.9,2,D,0,0,5.7,35,Edmonton Oilers,459,18:22
413,34,1,-0.2,1,2,21,43.2,16,0,4,0,7,1,0.1,0,1,7,Josh Green,-6,-0.1,2,LW,0,0,7.1,14,Edmonton Oilers,83,11:49
414,24,0,0.1,0,3,22,45.0,18,1,4,0,5,1,0.1,0,0,2,Chris VandeVelde,2,0.2,1,C,0,0,100.0,1,Edmonton Oilers,49,9:52
415,21,1,0.0,1,0,0,,0,0,2,0,2,0,0.1,0,0,0,Philippe Cornet,0,0.1,1,LW,0,0,,0,Edmonton Oilers,21,10:35
416,25,1,0.0,,0,0,,0,0,0,0,47,0,0.0,,0,0,Devan Dubnyk,0,8.5,1,G,,0,,0,Edmonton Oilers,2653,56:27
417,24,1,0.1,1,4,25,56.1,32,0,14,0,7,0,-0.1,0,0,4,Ryan O'Marra,0,0.0,1,C,0,0,0.0,3,Edmonton Oilers,67,9:36
418,22,1,0.1,1,1,0,,0,0,5,0,3,0,0.1,0,0,2,Alex Plante,0,0.1,1,D,0,0,,0,Edmonton Oilers,32,10:39
419,21,1,0.2,1,28,0,,0,0,68,0,24,0,-0.2,0,0,25,Colten Teubert,-5,0.0,1,D,0,0,0.0,13,Edmonton Oilers,303,12:39
420,24,0,0.0,0,3,0,,0,0,0,0,3,0,-0.1,0,0,0,Taylor Chorney,-1,0.0,0,D,0,0,0.0,1,Edmonton Oilers,47,15:48
421,30,0,0.0,,,,,,0,0,0,1,0,0.0,,0,0,Yann Danis,0,0.0,0,G,,0,,0,Edmonton Oilers,32,32:26
422,39,0,0.0,,0,0,,0,0,0,0,40,0,0.0,,0,0,Nikolai Khabibulin,0,6.3,0,G,,0,,0,Edmonton Oilers,2261,56:31
423,22,0,0.0,0,0,1,0.0,0,0,0,0,1,0,0.0,0,0,0,Milan Kytnar,0,0.0,0,C,0,0,0.0,1,Edmonton Oilers,6,5:31
424,27,0,-0.1,0,0,0,,0,0,1,0,1,0,0.0,0,0,0,Bryan Rodney,-1,-0.1,0,D,0,0,,0,Edmonton Oilers,13,13:17
425,27,34,1.6,18,33,13,51.9,14,21,32,4,82,27,5.5,16,6,26,Tomas Fleischmann,-7,7.1,61,LW,0,0,12.4,217,Florida Panthers,1566,19:06
426,28,37,2.2,25,61,688,53.2,781,14,92,6,80,20,4.0,12,5,60,Stephen Weiss,5,6.2,57,C,0,1,13.4,149,Florida Panthers,1641,20:31
427,25,31,1.9,21,19,44,32.3,21,14,52,5,71,23,4.7,10,8,49,Kris Versteeg,4,6.6,54,RW,0,1,12.7,181,Florida Panthers,1414,19:55
428,32,49,4.6,19,118,0,,0,3,46,0,82,4,3.8,30,1,6,Brian Campbell,-9,8.4,53,D,0,0,3.1,131,Florida Panthers,2206,26:54
429,27,17,4.9,13,124,1,50.0,1,7,127,3,77,16,3.4,3,9,32,Jason Garrison,6,8.3,33,D,1,0,9.5,168,Florida Panthers,1825,23:42
430,29,22,1.3,16,35,126,52.6,140,8,45,2,80,10,0.8,6,2,32,Tomas Kopecky,-8,2.1,32,RW,0,0,7.0,143,Florida Panthers,1382,17:16
431,35,15,1.0,10,9,21,36.4,12,7,74,1,48,13,2.5,5,6,14,Mikael Samuelsson,2,3.5,28,RW,0,0,10.4,125,Florida Panthers,766,15:57
432,21,24,2.6,16,74,0,,0,2,104,1,58,4,2.1,8,2,36,Dmitry Kulikov,-5,4.8,28,D,0,0,3.8,104,Florida Panthers,1268,21:51
433,28,16,1.4,15,23,473,51.6,505,8,38,1,57,11,1.4,1,3,10,Marcel Goc,5,2.9,27,C,0,0,11.3,97,Florida Panthers,1004,17:37
434,23,14,1.2,13,38,302,49.4,295,9,60,1,79,10,0.7,1,1,49,Shawn Matthias,-2,2.0,24,C,0,0,7.5,133,Florida Panthers,1091,13:49
435,27,6,1.0,6,21,8,27.3,3,11,109,2,62,17,1.6,0,5,48,Sean Bergenheim,-5,2.6,23,LW,0,1,9.2,185,Florida Panthers,1018,16:25
436,33,16,3.9,15,137,0,,0,0,114,0,82,0,-0.2,0,0,14,Mike Weaver,-2,3.7,16,D,1,0,0.0,51,Florida Panthers,1667,20:20
437,35,10,1.7,7,73,0,,0,2,71,0,66,3,0.5,3,1,31,Ed Jovanovski,-11,2.2,13,D,0,0,5.2,58,Florida Panthers,1102,16:42
438,26,2,0.5,1,17,213,45.2,176,7,49,1,60,9,0.1,1,2,18,Mike Santorelli,-10,0.6,11,C,0,0,7.7,117,Florida Panthers,744,12:24
439,24,6,0.3,6,16,8,50.0,8,3,99,1,46,4,0.0,0,0,28,Jack Skille,-9,0.3,10,RW,0,1,5.3,76,Florida Panthers,550,11:58
440,25,5,0.3,5,4,5,44.4,4,4,26,0,22,4,0.5,0,0,0,Wojtek Wolski,-3,0.8,9,LW,0,0,10.3,39,Florida Panthers,325,14:45
441,33,5,0.5,5,11,16,42.9,12,3,134,0,45,3,-0.2,0,0,31,Matt Bradley,-3,0.3,8,RW,0,0,8.6,35,Florida Panthers,489,10:52
442,20,6,0.8,5,73,0,,0,2,154,0,72,2,-0.1,1,0,78,Erik Gudbranson,-19,0.8,8,D,0,0,2.6,76,Florida Panthers,1022,14:12
443,33,2,0.3,2,12,4,63.6,7,3,46,1,42,3,-0.5,0,0,23,Marco Sturm,-8,-0.3,5,LW,0,0,4.8,62,Florida Panthers,508,12:05
444,31,3,0.5,3,8,5,28.6,2,2,50,0,41,2,-0.1,0,0,91,Krys Barch,2,0.4,5,RW,0,0,9.1,22,Florida Panthers,308,7:30
445,23,3,0.1,1,1,2,60.0,3,1,24,0,17,2,0.3,2,1,6,Michal Repik,-3,0.4,5,RW,0,0,5.7,35,Florida Panthers,176,10:22
446,28,3,0.3,3,2,3,50.0,3,1,44,1,26,2,-0.2,0,1,29,Scottie Upshall,-3,0.1,5,RW,0,0,3.8,53,Florida Panthers,331,12:43
447,23,5,1.2,5,75,0,,0,0,80,0,40,0,-0.2,0,0,10,Keaton Ellerby,-3,1.1,5,D,0,0,0.0,45,Florida Panthers,616,15:23
448,38,0,0.3,0,12,158,49.5,155,3,23,1,31,3,-0.4,0,0,4,John Madden,-4,-0.1,3,C,0,0,9.1,33,Florida Panthers,371,11:59
449,22,1,0.0,1,1,6,0.0,0,2,13,0,15,2,0.1,0,0,2,Evgeni Dadonov,-4,0.1,3,RW,0,0,9.5,21,Florida Panthers,151,10:03
450,27,2,0.3,2,21,0,,0,1,31,0,15,1,-0.2,0,0,5,Tyson Strachan,1,0.1,3,RW,0,0,7.1,14,Florida Panthers,215,14:21
451,25,1,-0.1,1,11,77,45.4,64,1,48,1,27,1,-0.5,0,0,4,Tim Kennedy,-11,-0.6,2,LW,0,0,4.5,22,Florida Panthers,301,11:08
452,28,0,0.1,0,1,3,0.0,0,1,10,0,7,1,0.1,0,0,0,Bill Thomas,0,0.1,1,RW,0,0,11.1,9,Florida Panthers,61,8:44
453,27,1,-0.1,0,1,0,,0,0,12,0,6,0,-0.2,1,0,2,David Booth,-6,-0.3,1,LW,0,0,0.0,14,Florida Panthers,93,15:30
454,34,1,0.0,,0,0,,0,0,0,0,30,0,0.0,,0,0,Scott Clemmensen,0,4.7,1,G,,0,,0,Florida Panthers,1566,52:12
455,33,1,0.1,1,1,12,55.6,15,0,2,0,6,0,0.0,0,0,2,Mark Cullen,2,0.1,1,C,0,0,0.0,1,Florida Panthers,48,8:00
456,32,1,0.3,1,7,55,58.3,77,0,30,0,16,0,-0.4,0,0,4,Jerred Smithson,1,-0.1,1,C,0,0,0.0,12,Florida Panthers,176,11:00
457,28,0,0.0,0,0,21,46.2,18,0,12,0,7,0,-0.2,0,0,6,Ryan Carter,-1,-0.2,0,C,0,0,0.0,3,Florida Panthers,65,9:19
458,24,0,0.0,,,,,,0,0,0,1,0,0.0,,0,0,Brian Foster,0,0.0,0,G,,0,,0,Florida Panthers,5,4:52
459,30,0,0.0,0,1,1,50.0,1,0,6,0,5,0,-0.1,0,0,10,Bracken Kearns,0,-0.1,0,C,0,0,,0,Florida Panthers,36,7:14
460,22,0,0.0,,0,0,,0,0,0,0,7,0,0.0,,0,0,Jacob Markstrom,0,1.6,0,G,,0,,0,Florida Panthers,383,54:45
461,25,0,0.0,0,0,0,100.0,1,0,0,0,1,0,0.0,0,0,0,Jon Matsumoto,0,0.0,0,C,0,0,,0,Florida Panthers,5,5:04
462,30,0,0.0,0,0,0,,0,0,0,0,1,0,0.0,0,0,0,Greg Rallo,0,0.0,0,C,0,0,0.0,1,Florida Panthers,4,3:31
463,21,0,0.2,0,2,0,,0,0,1,0,3,0,0.0,0,0,0,Colby Robak,1,0.1,0,D,0,0,0.0,1,Florida Panthers,38,12:34
464,35,0,0.0,,0,0,,0,0,0,0,53,0,0.0,,0,2,Jose Theodore,0,9.7,0,G,,0,,0,Florida Panthers,3049,57:32
465,30,0,0.0,0,0,0,,0,0,0,0,1,0,0.0,0,0,0,Nolan Yonkman,0,0.0,0,D,0,0,,0,Florida Panthers,6,6:19
466,24,51,3.1,31,53,646,53.9,754,15,72,2,82,25,6.4,18,8,20,Anze Kopitar,12,9.5,76,C,2,2,10.9,230,Los Angeles Kings,1750,21:20
467,30,37,2.5,27,37,12,47.8,11,13,36,2,82,22,5.1,10,9,44,Justin Williams,10,7.6,59,RW,0,0,9.1,241,Los Angeles Kings,1406,17:09
468,27,32,3.2,23,32,22,43.6,17,12,291,6,82,22,3.8,7,9,53,Dustin Brown,18,7.0,54,RW,2,1,10.3,214,Los Angeles Kings,1654,20:10
469,26,26,2.2,15,38,520,50.6,532,11,111,1,74,18,3.0,11,3,71,Mike Richards,3,5.2,44,C,0,4,10.5,171,Los Angeles Kings,1398,18:53
470,22,26,5.4,16,70,0,,0,7,122,3,77,10,2.9,10,3,69,Drew Doughty,-2,8.3,36,D,0,0,6.0,168,Los Angeles Kings,1917,24:54
471,25,16,3.0,7,84,0,,0,3,68,4,61,8,2.0,9,5,24,Jack Johnson,-12,4.9,24,D,0,0,6.7,120,Los Angeles Kings,1373,22:31
472,34,19,6.6,11,136,1,0.0,0,5,74,2,76,5,1.3,5,0,44,Willie Mitchell,20,7.9,24,D,3,0,4.8,104,Los Angeles Kings,1689,22:14
473,29,15,2.0,8,46,537,54.8,652,5,165,0,78,6,-0.7,7,1,60,Jarret Stoll,2,1.3,21,C,0,0,4.5,133,Los Angeles Kings,1301,16:41
474,22,12,3.9,9,47,0,,0,5,73,2,54,8,2.0,3,3,12,Slava Voynov,12,5.9,20,D,0,0,9.3,86,Los Angeles Kings,1001,18:32
475,31,10,0.9,6,10,4,33.3,2,6,16,2,34,7,1.0,4,0,18,Simon Gagne,-1,1.8,17,LW,0,1,9.3,75,Los Angeles Kings,612,17:59
476,29,10,1.1,10,16,18,43.8,14,6,90,0,65,7,0.0,0,1,43,Dustin Penner,-7,1.1,17,RW,0,0,5.9,119,Los Angeles Kings,931,14:19
