,age,assists,dps,es_assists,es_blocks,es_faceoff_losses,es_faceoff_pct,es_faceoff_wins,es_goals,es_hits,games_played,goals,gw_goals,ops,penalty_minutes,player,plus_minus,point_shares,points,position,pp_assists,pp_goals,sh_assists,sh_goals,shot_pct,shots,team,toi,toi_avg,year
273,28,3,-0.1,3.0,6.0,3.0,40.0,2.0,1,1,16,2,0,0.2,0,Joakim Lindstrom,-9,0.1,5,LW,0.0,1,0.0,0,9.1,22,Colorado Avalanche,223,13:55,2012
274,22,2,0.2,2.0,1.0,7.0,12.5,1.0,0,13,9,0,0,0.0,0,Brad Malone,1,0.1,2,C,0.0,0,0.0,0,0.0,6,Colorado Avalanche,90,10:03,2012
275,23,1,0.0,,0.0,0.0,,0.0,0,0,53,0,0,0.0,2,Semyon Varlamov,0,9.4,1,G,,0,,0,,0,Colorado Avalanche,3151,59:28,2012
276,20,0,0.2,0.0,10.0,0.0,,0.0,0,9,10,0,0,-0.2,0,Tyson Barrie,-2,0.0,0,D,0.0,0,0.0,0,0.0,15,Colorado Avalanche,176,17:39,2012
277,25,0,0.0,0.0,0.0,2.0,60.0,3.0,0,4,3,0,0,0.0,0,Evan Brophey,0,0.0,0,C,0.0,0,0.0,0,,0,Colorado Avalanche,13,4:11,2012
278,22,0,0.0,0.0,1.0,0.0,,0.0,0,2,2,0,0,-0.1,2,Mike Connolly,0,0.0,0,LW,0.0,0,0.0,0,0.0,1,Colorado Avalanche,25,12:21,2012
279,34,0,0.0,,0.0,0.0,,0.0,0,0,32,0,0,0.0,2,Jean-Sebastien Giguere,0,5.7,0,G,,0,,0,,0,Colorado Avalanche,1820,56:52,2012
280,26,0,0.2,0.0,1.0,2.0,0.0,0.0,0,14,10,0,0,-0.3,8,Brandon Yip,1,-0.1,0,RW,0.0,0,0.0,0,0.0,12,Colorado Avalanche,99,9:55,2012
281,27,29,1.0,16.0,21.0,13.0,31.6,6.0,22,104,82,30,2,5.6,40,Rick Nash,-19,6.6,59,LW,13.0,6,0.0,2,9.8,306,Columbus Blue Jackets,1565,19:05,2012
282,36,39,1.2,27.0,39.0,13.0,40.9,9.0,13,59,82,16,0,3.9,36,Vinny Prospal,-11,5.1,55,C,12.0,3,0.0,0,9.7,165,Columbus Blue Jackets,1467,17:53,2012
283,24,27,0.5,17.0,16.0,339.0,45.1,278.0,9,137,74,14,3,2.8,42,Derick Brassard,-20,3.3,41,C,10.0,5,0.0,0,11.2,125,Columbus Blue Jackets,1209,16:20,2012
284,29,20,1.2,14.0,70.0,156.0,49.0,150.0,15,102,77,20,3,2.8,27,R.J. Umberger,-10,4.0,40,C,5.0,5,1.0,0,10.0,200,Columbus Blue Jackets,1401,18:11,2012
285,25,25,2.4,18.0,95.0,0.0,,0.0,4,40,54,7,3,2.9,14,Nikita Nikitin,-5,5.3,32,D,6.0,3,1.0,0,7.5,93,Columbus Blue Jackets,1273,23:35,2012
286,29,19,0.5,13.0,32.0,351.0,56.3,453.0,5,66,60,8,3,1.0,12,Antoine Vermette,-17,1.5,27,C,5.0,2,1.0,1,7.5,106,Columbus Blue Jackets,1034,17:14,2012
287,27,21,1.5,11.0,74.0,1.0,0.0,0.0,4,50,48,6,2,2.3,37,James Wisniewski,-13,3.9,27,D,10.0,2,0.0,0,6.1,99,Columbus Blue Jackets,1190,24:48,2012
288,28,21,1.7,9.0,91.0,0.0,,0.0,4,100,66,5,0,1.6,49,Fedor Tyutin,-21,3.4,26,D,11.0,1,1.0,0,4.0,124,Columbus Blue Jackets,1593,24:09,2012
289,27,10,0.4,7.0,13.0,363.0,50.9,377.0,7,8,39,15,1,2.4,14,Jeff Carter,-11,2.8,25,C,3.0,8,0.0,0,11.5,130,Columbus Blue Jackets,765,19:38,2012
290,26,13,0.8,9.0,18.0,288.0,51.2,302.0,7,53,51,11,0,1.6,6,Mark Letestu,-3,2.4,24,C,4.0,4,0.0,0,10.5,105,Columbus Blue Jackets,829,16:15,2012
291,19,12,0.9,11.0,24.0,118.0,45.1,97.0,6,68,67,9,3,1.0,24,Ryan Johansen,-2,1.9,21,C,1.0,3,0.0,0,9.1,99,Columbus Blue Jackets,853,12:44,2012
292,25,8,0.8,7.0,40.0,14.0,50.0,14.0,9,199,77,12,1,0.4,235,Derek Dorsett,-11,1.2,20,RW,1.0,2,0.0,1,8.8,137,Columbus Blue Jackets,1131,14:42,2012
293,28,13,1.0,12.0,72.0,0.0,,0.0,2,99,56,3,0,1.1,26,Aaron Johnson,-12,2.1,16,D,1.0,1,0.0,0,4.8,63,Columbus Blue Jackets,924,16:30,2012
294,22,7,0.5,6.0,17.0,1.0,0.0,0.0,6,23,27,7,0,1.2,14,Cam Atkinson,1,1.7,14,RW,1.0,1,0.0,0,10.6,66,Columbus Blue Jackets,415,15:23,2012
295,30,7,1.0,6.0,19.0,195.0,54.5,234.0,4,189,66,7,2,0.4,40,Derek MacKenzie,4,1.4,14,C,0.0,1,1.0,2,11.5,61,Columbus Blue Jackets,693,10:30,2012
296,26,10,1.4,5.0,41.0,1.0,0.0,0.0,3,59,51,4,1,1.0,24,Grant Clitsome,-6,2.4,14,D,4.0,1,1.0,0,5.4,74,Columbus Blue Jackets,868,17:02,2012
297,25,10,1.7,7.0,45.0,0.0,,0.0,4,35,21,4,1,1.4,15,Jack Johnson,5,3.1,14,D,3.0,0,0.0,0,7.1,56,Columbus Blue Jackets,576,27:25,2012
298,34,9,0.8,9.0,33.0,410.0,51.1,429.0,1,98,61,2,0,-1.2,22,Samuel Pahlsson,-6,-0.4,11,C,0.0,0,0.0,1,3.2,63,Columbus Blue Jackets,917,15:02,2012
299,21,8,1.1,5.0,15.0,0.0,,0.0,1,30,31,2,0,0.8,16,David Savard,0,1.9,10,D,3.0,1,0.0,0,5.9,34,Columbus Blue Jackets,514,16:34,2012
300,21,5,0.4,4.0,70.0,0.0,,0.0,2,47,67,2,0,-0.2,8,John Moore,-23,0.1,7,D,0.0,0,1.0,0,3.1,64,Columbus Blue Jackets,1060,15:49,2012
301,26,6,1.1,6.0,52.0,0.0,,0.0,1,106,46,1,0,-0.2,24,Marc Methot,-11,0.9,7,D,0.0,0,0.0,0,2.4,42,Columbus Blue Jackets,922,20:03,2012
302,22,4,0.3,4.0,25.0,9.0,30.8,4.0,2,90,38,2,0,-0.3,25,Colton Gillies,-4,0.0,6,C,0.0,0,0.0,0,8.3,24,Columbus Blue Jackets,418,10:59,2012
303,30,3,1.0,3.0,21.0,0.0,,0.0,1,21,30,1,0,0.0,14,Brett Lebda,-1,1.0,4,D,0.0,0,0.0,0,2.8,36,Columbus Blue Jackets,494,16:29,2012
304,25,1,0.2,1.0,10.0,2.0,60.0,3.0,2,96,54,2,0,-0.7,126,Jared Boll,-8,-0.5,3,RW,0.0,0,0.0,0,5.7,35,Columbus Blue Jackets,438,8:07,2012
305,24,1,0.4,0.0,15.0,0.0,,0.0,2,9,12,2,0,0.3,13,Kris Russell,-1,0.7,3,D,1.0,0,0.0,0,10.0,20,Columbus Blue Jackets,211,17:34,2012
306,27,3,0.0,3.0,10.0,72.0,51.4,76.0,0,20,20,0,0,-0.2,19,Darryl Boyce,-5,-0.2,3,C,0.0,0,0.0,0,0.0,13,Columbus Blue Jackets,198,9:55,2012
307,22,3,-0.1,3.0,1.0,0.0,,0.0,0,8,13,0,0,0.0,16,Matt Calvert,-5,-0.1,3,LW,0.0,0,0.0,0,0.0,4,Columbus Blue Jackets,119,9:08,2012
308,24,0,0.3,0.0,44.0,5.0,0.0,0.0,2,37,41,2,0,-0.9,2,Ryan Russell,-7,-0.7,2,C,0.0,0,0.0,0,5.1,39,Columbus Blue Jackets,479,11:41,2012
309,21,1,0.0,1.0,5.0,0.0,,0.0,1,6,8,1,0,0.0,6,Tomas Kubalik,-3,0.0,2,RW,0.0,0,0.0,0,12.5,8,Columbus Blue Jackets,106,13:18,2012
310,22,1,0.0,1.0,3.0,0.0,,0.0,1,11,10,1,0,0.0,2,Maksim Mayorov,-3,0.0,2,LW,0.0,0,0.0,0,11.1,9,Columbus Blue Jackets,107,10:40,2012
311,23,2,0.0,,0.0,0.0,,0.0,0,0,46,0,0,0.0,2,Steve Mason,0,5.1,2,G,,0,,0,,0,Columbus Blue Jackets,2534,55:05,2012
312,30,0,0.0,0.0,0.0,0.0,100.0,1.0,1,11,9,1,0,-0.1,8,Alexandre Giroux,-2,0.0,1,C,0.0,0,0.0,0,5.6,18,Columbus Blue Jackets,110,12:12,2012
313,35,0,0.0,0.0,7.0,0.0,,0.0,1,5,7,1,0,0.1,0,Radek Martinek,-3,0.1,1,D,0.0,0,0.0,0,10.0,10,Columbus Blue Jackets,136,19:26,2012
314,25,1,0.1,1.0,7.0,3.0,62.5,5.0,0,22,14,0,0,-0.3,32,Cody Bass,0,-0.1,1,C,0.0,0,0.0,0,0.0,13,Columbus Blue Jackets,127,9:05,2012
315,25,0,0.1,0.0,4.0,0.0,,0.0,0,4,8,0,0,-0.2,29,Dane Byers,0,-0.1,0,LW,0.0,0,0.0,0,0.0,8,Columbus Blue Jackets,65,8:05,2012
316,22,0,0.1,0.0,0.0,0.0,,0.0,0,1,1,0,0,0.0,0,Cody Goloubef,1,0.1,0,D,0.0,0,0.0,0,,0,Columbus Blue Jackets,6,6:00,2012
317,24,0,0.0,,,,,,0,0,1,0,0,0.0,0,Shawn Hunwick,0,0.0,0,G,,0,,0,,0,Columbus Blue Jackets,3,2:33,2012
318,33,0,0.0,0.0,0.0,0.0,,0.0,0,0,2,0,0,-0.1,2,Kristian Huselius,-2,-0.1,0,LW,0.0,0,0.0,0,0.0,2,Columbus Blue Jackets,32,16:12,2012
319,27,0,0.0,0.0,2.0,0.0,100.0,1.0,0,0,1,0,0,0.0,0,Andrew Joudrey,0,0.0,0,C,0.0,0,0.0,0,0.0,1,Columbus Blue Jackets,9,9:16,2012
320,21,0,0.2,0.0,3.0,0.0,,0.0,0,5,5,0,0,-0.1,0,Dalton Prout,1,0.1,0,D,0.0,0,0.0,0,0.0,2,Columbus Blue Jackets,59,11:48,2012
321,32,0,0.0,,0.0,0.0,,0.0,0,0,36,0,0,0.0,0,Curtis Sanford,0,5.7,0,G,,0,,0,,0,Columbus Blue Jackets,1983,55:05,2012
322,22,0,0.0,,,,,,0,0,11,0,0,0.0,0,Allen York,0,1.4,0,G,,0,,0,,0,Columbus Blue Jackets,417,37:53,2012
323,26,45,2.5,37.0,40.0,9.0,43.8,7.0,19,20,82,26,3,6.1,12,Loui Eriksson,18,8.6,71,LW,7.0,5,1.0,2,13.9,187,Dallas Stars,1620,19:46,2012
324,22,37,2.0,29.0,52.0,404.0,46.2,347.0,23,136,71,26,7,6.2,55,Jamie Benn,15,8.2,63,LW,8.0,2,0.0,1,12.8,203,Dallas Stars,1283,18:04,2012
325,31,45,1.8,32.0,46.0,467.0,42.2,341.0,16,113,74,18,5,4.7,66,Mike Ribeiro,5,6.5,63,C,13.0,2,0.0,0,12.7,142,Dallas Stars,1484,20:03,2012
326,31,27,2.2,24.0,50.0,37.0,47.9,34.0,28,86,82,35,6,6.7,46,Michael Ryder,17,8.9,62,RW,3.0,7,0.0,0,16.6,211,Dallas Stars,1425,17:23,2012
327,29,28,1.7,22.0,27.0,450.0,55.5,561.0,7,278,74,11,2,1.7,156,Steve Ott,5,3.3,39,C,4.0,4,2.0,0,10.2,108,Dallas Stars,1357,18:21,2012
328,26,21,3.3,13.0,93.0,0.0,,0.0,7,49,71,9,1,2.4,16,Alex Goligoski,0,5.7,30,D,7.0,2,1.0,0,6.4,140,Dallas Stars,1617,22:46,2012
329,33,15,1.1,13.0,33.0,16.0,40.7,11.0,6,130,57,11,2,1.3,97,Brenden Morrow,1,2.4,26,LW,2.0,5,0.0,0,12.5,88,Dallas Stars,971,17:02,2012
330,28,21,3.7,16.0,115.0,0.0,,0.0,3,45,79,4,2,1.2,42,Trevor Daley,3,4.9,25,D,5.0,1,0.0,0,3.0,134,Dallas Stars,1710,21:39,2012
331,34,17,3.1,10.0,110.0,0.0,,0.0,3,191,75,5,1,1.0,48,Stephane Robidas,-5,4.0,22,D,7.0,2,0.0,0,6.7,75,Dallas Stars,1707,22:46,2012
332,28,5,0.6,5.0,38.0,15.0,48.3,14.0,16,176,74,16,1,1.2,24,Eric Nystrom,-10,1.8,21,LW,0.0,0,0.0,0,15.7,102,Dallas Stars,1017,13:45,2012
333,31,13,0.7,12.0,67.0,515.0,50.9,534.0,8,82,82,8,1,-0.1,60,Vernon Fiddler,-13,0.6,21,C,0.0,0,1.0,0,6.5,123,Dallas Stars,1147,13:59,2012
334,35,15,3.6,11.0,90.0,0.0,,0.0,3,55,64,6,1,1.4,73,Sheldon Souray,11,5.1,21,D,4.0,2,0.0,1,3.4,179,Dallas Stars,1310,20:28,2012
335,34,17,0.4,17.0,56.0,15.0,40.0,10.0,3,51,73,4,0,-0.2,12,Radek Dvorak,-16,0.2,21,RW,0.0,0,0.0,1,4.8,83,Dallas Stars,1042,14:17,2012
336,29,13,1.1,11.0,36.0,172.0,55.8,217.0,6,69,65,6,1,0.4,76,Adam Burish,6,1.5,19,C,2.0,0,0.0,0,7.3,82,Dallas Stars,831,12:47,2012
337,25,9,0.5,9.0,30.0,183.0,43.5,141.0,6,52,72,6,0,0.3,16,Tom Wandell,-5,0.9,15,C,0.0,0,0.0,0,5.8,103,Dallas Stars,701,9:44,2012
338,22,8,3.0,8.0,73.0,0.0,,0.0,2,89,55,3,0,0.4,16,Philip Larsen,11,3.3,11,D,0.0,1,0.0,0,4.3,69,Dallas Stars,988,17:57,2012
339,21,6,0.4,6.0,16.0,8.0,11.1,1.0,4,52,47,4,1,0.2,2,Tomas Vincour,-2,0.6,10,C,0.0,0,0.0,0,6.2,65,Dallas Stars,485,10:20,2012
340,26,5,0.3,5.0,11.0,103.0,47.7,94.0,2,80,52,2,0,-0.1,53,Jake Dowell,-3,0.2,7,C,0.0,0,0.0,0,5.1,39,Dallas Stars,397,7:38,2012
341,33,3,0.0,2.0,14.0,4.0,42.9,3.0,2,34,39,2,0,-0.1,6,Toby Petersen,-7,-0.1,5,C,1.0,0,0.0,0,4.5,44,Dallas Stars,299,7:39,2012
342,27,5,2.0,5.0,100.0,0.0,,0.0,0,96,52,0,0,-0.6,26,Nicklas Grossmann,0,1.4,5,D,0.0,0,0.0,0,0.0,38,Dallas Stars,987,18:59,2012
343,26,1,0.1,1.0,3.0,15.0,44.4,12.0,2,48,20,2,1,0.1,22,Ryan Garbutt,-1,0.2,3,C,0.0,0,0.0,0,7.1,28,Dallas Stars,166,8:17,2012
344,28,3,0.0,,0.0,0.0,,0.0,0,0,59,0,0,0.0,0,Kari Lehtonen,0,12.3,3,G,,0,,0,0.0,1,Dallas Stars,3497,59:16,2012
345,27,3,0.8,3.0,49.0,0.0,,0.0,0,39,36,0,0,-0.4,16,Adam Pardy,-5,0.4,3,D,0.0,0,0.0,0,0.0,29,Dallas Stars,593,16:28,2012
346,24,2,0.2,2.0,2.0,0.0,,0.0,0,3,3,0,0,0.2,0,Jordie Benn,1,0.3,2,D,0.0,0,0.0,0,0.0,1,Dallas Stars,42,13:57,2012
347,25,2,1.8,2.0,105.0,0.0,100.0,1.0,0,235,60,0,0,-1.0,41,Mark Fistric,-3,0.8,2,D,0.0,0,0.0,0,0.0,30,Dallas Stars,991,16:31,2012
348,24,1,0.0,,0.0,0.0,,0.0,0,0,18,0,0,0.0,0,Richard Bachman,0,2.7,1,G,,0,,0,,0,Dallas Stars,933,51:50,2012
349,31,0,0.0,0.0,2.0,0.0,,0.0,0,17,10,0,0,-0.2,23,Krys Barch,-2,-0.2,0,RW,0.0,0,0.0,0,0.0,2,Dallas Stars,67,6:43,2012
350,21,0,0.0,0.0,3.0,0.0,,0.0,0,4,1,0,0,0.0,0,Brenden Dillon,0,0.0,0,D,0.0,0,0.0,0,0.0,6,Dallas Stars,20,19:59,2012
351,21,0,0.0,0.0,1.0,0.0,,0.0,0,0,1,0,0,0.0,0,Matt Fraser,0,0.0,0,LW,0.0,0,0.0,0,0.0,1,Dallas Stars,4,3:57,2012
352,20,0,0.0,0.0,0.0,0.0,,0.0,0,2,1,0,0,0.0,2,Scott Glennie,0,0.0,0,RW,0.0,0,0.0,0,,0,Dallas Stars,10,9:35,2012
353,31,0,0.0,,0.0,0.0,,0.0,0,0,10,0,0,0.0,0,Andrew Raycroft,0,1.3,0,G,,0,,0,,0,Dallas Stars,529,52:56,2012
354,20,0,-0.1,0.0,0.0,0.0,100.0,1.0,0,0,3,0,0,-0.1,2,Reilly Smith,-3,-0.2,0,RW,0.0,0,0.0,0,0.0,2,Dallas Stars,25,8:24,2012
355,27,0,0.0,0.0,0.0,0.0,,0.0,0,3,1,0,0,0.0,0,Francis Wathier,0,0.0,0,LW,0.0,0,0.0,0,,0,Dallas Stars,5,5:25,2012
356,31,47,2.1,34.0,26.0,567.0,49.1,548.0,19,45,82,22,4,5.5,47,Henrik Zetterberg,14,7.6,69,LW,11.0,3,2.0,0,8.2,267,Detroit Red Wings,1627,19:50,2012
357,33,48,2.2,29.0,31.0,547.0,56.2,702.0,15,76,70,19,5,5.7,14,Pavel Datsyuk,21,7.9,67,C,19.0,4,0.0,0,11.6,164,Detroit Red Wings,1370,19:34,2012
358,27,43,2.2,35.0,23.0,180.0,51.7,193.0,19,42,81,23,1,5.7,14,Valtteri Filppula,18,7.9,66,C,8.0,3,0.0,1,16.0,144,Detroit Red Wings,1479,18:16,2012
359,32,27,2.3,25.0,30.0,100.0,44.1,79.0,18,60,77,29,10,5.6,40,Johan Franzen,23,7.9,56,C,2.0,11,0.0,0,13.7,211,Detroit Red Wings,1363,17:42,2012
360,28,25,1.6,17.0,15.0,5.0,28.6,2.0,23,48,81,25,2,4.7,42,Jiri Hudler,10,6.4,50,C,8.0,2,0.0,0,19.7,127,Detroit Red Wings,1269,15:40,2012
361,36,24,2.0,20.0,23.0,8.0,38.5,5.0,14,96,71,14,1,2.6,64,Todd Bertuzzi,23,4.7,38,RW,4.0,0,0.0,0,11.9,118,Detroit Red Wings,1104,15:33,2012
362,31,21,3.3,13.0,177.0,0.0,,0.0,8,133,82,15,4,3.5,38,Niklas Kronwall,-2,6.7,36,D,7.0,7,1.0,0,10.6,141,Detroit Red Wings,1875,22:52,2012
363,41,23,4.9,10.0,79.0,0.0,,0.0,7,41,70,11,0,3.0,28,Nicklas Lidstrom,21,7.9,34,D,13.0,4,0.0,0,7.4,148,Detroit Red Wings,1664,23:46,2012
364,33,21,1.2,20.0,33.0,30.0,41.2,21.0,10,90,75,12,0,1.6,30,Dan Cleary,2,2.8,33,LW,1.0,2,0.0,0,6.0,199,Detroit Red Wings,1199,15:59,2012
365,27,25,5.2,15.0,92.0,0.0,,0.0,7,49,77,7,0,2.2,22,Ian White,23,7.5,32,D,10.0,0,0.0,0,3.6,196,Detroit Red Wings,1770,22:59,2012
366,25,17,1.1,17.0,27.0,374.0,51.9,403.0,9,97,68,9,2,1.1,12,Darren Helm,5,2.2,26,C,0.0,0,0.0,0,7.3,124,Detroit Red Wings,987,14:31,2012
367,27,11,1.2,11.0,66.0,20.0,20.0,5.0,14,79,80,14,4,1.4,20,Drew Miller,6,2.6,25,LW,0.0,0,0.0,0,10.7,131,Detroit Red Wings,1030,12:52,2012
368,39,13,0.4,8.0,6.0,0.0,100.0,1.0,1,56,74,11,3,1.4,40,Tomas Holmstrom,-9,1.8,24,LW,5.0,10,0.0,0,11.3,97,Detroit Red Wings,879,11:52,2012
369,24,14,1.1,14.0,42.0,213.0,52.9,239.0,8,148,81,8,1,0.5,62,Justin Abdelkader,4,1.6,22,LW,0.0,0,0.0,0,6.6,121,Detroit Red Wings,997,12:19,2012
370,32,15,4.5,15.0,115.0,0.0,,0.0,4,177,81,6,2,1.0,29,Brad Stuart,16,5.5,21,D,0.0,1,0.0,1,6.3,96,Detroit Red Wings,1705,21:03,2012
371,24,12,2.0,11.0,32.0,0.0,,0.0,1,61,55,1,0,0.6,25,Jakub Kindl,7,2.7,13,D,1.0,0,0.0,0,1.4,69,Detroit Red Wings,773,14:03,2012
372,27,10,3.5,10.0,43.0,0.0,,0.0,1,128,69,1,0,-0.1,47,Jonathan Ericsson,16,3.5,11,D,0.0,0,0.0,0,1.6,63,Detroit Red Wings,1179,17:05,2012
373,23,4,0.6,3.0,31.0,162.0,48.2,151.0,6,37,71,6,0,0.1,14,Cory Emmerton,1,0.7,10,C,1.0,0,0.0,0,9.5,63,Detroit Red Wings,575,8:06,2012
374,22,6,0.3,6.0,0.0,0.0,,0.0,1,4,18,1,0,0.3,2,Gustav Nyquist,2,0.6,7,LW,0.0,0,0.0,0,5.3,19,Detroit Red Wings,191,10:36,2012
375,22,6,0.7,5.0,8.0,0.0,,0.0,1,17,14,1,0,0.6,13,Brendan Smith,3,1.3,7,D,1.0,0,0.0,0,7.7,13,Detroit Red Wings,219,15:38,2012
376,26,1,0.7,1.0,24.0,0.0,,0.0,1,33,18,2,0,0.1,29,Kyle Quincey,0,0.8,3,D,0.0,1,0.0,0,5.4,37,Detroit Red Wings,367,20:22,2012
377,28,2,0.2,2.0,3.0,0.0,,0.0,1,4,8,1,0,0.2,0,Chris Conner,2,0.4,3,RW,0.0,0,0.0,0,10.0,10,Detroit Red Wings,85,10:34,2012
378,24,2,0.3,2.0,11.0,2.0,33.3,1.0,1,21,25,1,0,-0.1,0,Jan Mursak ,2,0.2,3,LW,0.0,0,0.0,0,4.5,22,Detroit Red Wings,189,7:33,2012
379,32,2,0.6,2.0,19.0,0.0,,0.0,0,32,17,0,0,0.0,21,Mike Commodore,3,0.6,2,D,0.0,0,0.0,0,0.0,16,Detroit Red Wings,195,11:30,2012
380,26,1,0.0,1.0,1.0,0.0,,0.0,0,4,5,0,0,0.0,4,Fabian Brunnstrom,-2,-0.1,1,LW,0.0,0,0.0,0,0.0,6,Detroit Red Wings,45,9:04,2012
381,35,1,0.0,,0.0,0.0,,0.0,0,0,15,0,0,0.0,0,Ty Conklin,0,0.9,1,G,,0,,0,,0,Detroit Red Wings,805,53:38,2012
382,27,1,0.1,1.0,7.0,3.0,40.0,2.0,0,21,10,0,0,-0.2,2,Patrick Eaves,0,-0.1,1,RW,0.0,0,0.0,0,0.0,24,Detroit Red Wings,110,11:03,2012
383,27,1,0.0,,0.0,0.0,,0.0,0,0,57,0,0,0.0,6,Jimmy Howard,0,10.3,1,G,,0,,0,,0,Detroit Red Wings,3360,58:57,2012
384,31,1,0.4,1.0,6.0,0.0,,0.0,0,7,9,0,0,0.0,6,Doug Janik,2,0.4,1,D,0.0,0,0.0,0,0.0,6,Detroit Red Wings,131,14:30,2012
385,22,0,0.1,0.0,1.0,1.0,83.3,5.0,0,5,5,0,0,-0.1,0,Joakim Andersson,1,0.0,0,C,0.0,0,0.0,0,0.0,3,Detroit Red Wings,33,6:40,2012
386,31,0,0.0,,0.0,0.0,,0.0,0,0,14,0,0,0.0,0,Joey MacDonald,0,1.9,0,G,,0,,0,,0,Detroit Red Wings,806,57:32,2012
387,20,0,0.0,0.0,1.0,0.0,,0.0,0,1,1,0,0,0.0,4,Riley Sheahan,0,0.0,0,C,0.0,0,0.0,0,0.0,3,Detroit Red Wings,6,6:03,2012
388,21,42,1.8,32.0,24.0,15.0,44.4,12.0,24,45,78,34,4,8.5,10,Jordan Eberle,4,10.3,76,C,10.0,10,0.0,0,18.9,180,Edmonton Oilers,1373,17:36,2012
389,20,26,1.2,18.0,34.0,34.0,40.4,23.0,14,44,61,27,7,5.9,36,Taylor Hall,-3,7.1,53,LW,8.0,13,0.0,0,13.0,207,Edmonton Oilers,1111,18:13,2012
390,18,34,1.2,14.0,33.0,378.0,37.5,227.0,15,38,62,18,2,4.8,16,Ryan Nugent-Hopkins,-2,6.0,52,C,20.0,3,0.0,0,13.4,134,Edmonton Oilers,1092,17:36,2012
391,22,29,1.8,23.0,23.0,367.0,47.6,334.0,12,21,75,18,0,3.7,36,Sam Gagner,5,5.4,47,C,6.0,6,0.0,0,12.1,149,Edmonton Oilers,1289,17:11,2012
392,35,27,1.7,23.0,31.0,84.0,44.0,66.0,15,53,82,19,4,2.9,82,Ryan Smyth,-5,4.5,46,LW,4.0,4,0.0,0,9.8,194,Edmonton Oilers,1565,19:05,2012
393,28,26,0.9,18.0,21.0,4.0,33.3,2.0,9,22,69,10,1,1.7,43,Ales Hemsky,-13,2.6,36,RW,8.0,1,0.0,0,7.3,137,Edmonton Oilers,1214,17:36,2012
394,33,21,0.9,13.0,47.0,747.0,49.4,728.0,8,62,81,13,0,0.8,24,Shawn Horcoff,-23,1.7,34,C,8.0,5,0.0,0,10.6,123,Edmonton Oilers,1586,19:35,2012
395,27,16,1.2,12.0,61.0,12.0,20.0,3.0,12,119,79,17,2,2.2,42,Ryan Jones,-7,3.3,33,LW,3.0,3,1.0,2,12.4,137,Edmonton Oilers,1219,15:26,2012
396,24,23,2.9,18.0,126.0,0.0,,0.0,1,126,73,2,0,1.2,26,Jeff Petry,-7,4.1,25,D,5.0,1,0.0,0,1.8,111,Edmonton Oilers,1589,21:46,2012
397,28,17,1.4,7.0,79.0,0.0,,0.0,3,90,62,4,0,1.4,24,Corey Potter,-16,2.7,21,D,10.0,1,0.0,0,4.1,98,Edmonton Oilers,1237,19:57,2012
398,28,17,1.0,9.0,85.0,0.0,,0.0,1,18,51,3,0,1.3,16,Ryan Whitney,-16,2.3,20,D,8.0,2,0.0,0,7.3,41,Edmonton Oilers,1069,20:58,2012
399,29,14,2.1,10.0,76.0,0.0,,0.0,1,54,47,3,1,1.0,12,Tom Gilbert,-3,3.1,17,D,4.0,2,0.0,0,6.0,50,Edmonton Oilers,1072,22:49,2012
400,34,12,0.8,8.0,41.0,450.0,55.3,557.0,2,36,78,4,0,-1.0,32,Eric Belanger,-13,-0.2,16,C,4.0,1,0.0,1,3.4,118,Edmonton Oilers,1149,14:44,2012
401,25,10,4.0,9.0,184.0,0.0,,0.0,5,186,78,5,0,0.3,44,Ladislav Smid,4,4.3,15,D,0.0,0,1.0,0,10.6,47,Edmonton Oilers,1631,20:54,2012
402,28,5,0.6,5.0,17.0,2.0,0.0,0.0,8,73,63,8,3,0.8,107,Ben Eager,-1,1.4,13,LW,0.0,0,0.0,0,11.6,69,Edmonton Oilers,538,8:32,2012
403,36,7,2.4,7.0,95.0,0.0,,0.0,3,112,52,3,1,0.4,80,Andy Sutton,5,2.8,10,D,0.0,0,0.0,0,7.3,41,Edmonton Oilers,868,16:41,2012
404,27,5,0.3,4.0,47.0,15.0,31.8,7.0,3,122,60,4,0,-0.2,45,Lennart Petrell,-10,0.1,9,C,0.0,0,1.0,1,11.1,36,Edmonton Oilers,578,9:38,2012
405,20,6,0.3,4.0,8.0,5.0,28.6,2.0,2,18,41,2,0,-0.4,4,Magnus Paajarvi,-7,-0.1,8,LW,2.0,0,0.0,0,2.5,79,Edmonton Oilers,540,13:11,2012
406,20,4,0.4,4.0,12.0,195.0,43.3,149.0,1,32,56,2,0,-0.8,12,Anton Lander,-8,-0.4,6,C,0.0,0,0.0,1,3.7,54,Edmonton Oilers,594,10:37,2012
407,21,3,0.3,3.0,11.0,8.0,33.3,4.0,2,36,17,2,1,0.2,6,Teemu Hartikainen,1,0.5,5,LW,0.0,0,0.0,0,8.3,24,Edmonton Oilers,221,13:01,2012
408,29,4,0.7,4.0,44.0,0.0,,0.0,0,23,20,0,0,0.0,10,Nick Schultz,-2,0.7,4,D,0.0,0,0.0,0,0.0,13,Edmonton Oilers,401,20:04,2012
409,24,0,0.0,0.0,6.0,5.0,28.6,2.0,3,7,14,3,0,0.1,8,Linus Omark,-5,0.2,3,LW,0.0,0,0.0,0,12.5,24,Edmonton Oilers,188,13:27,2012
